grid,county,state,place,gradient
18161.0,Shelby,TN,"Shelby County, TN",9440.0
18162.0,Fayette,TN,"Fayette County, TN",9499.0
18163.0,Fayette,TN,"Fayette County, TN",9558.0
18164.0,Hardeman,TN,"Hardeman County, TN",9617.0
18165.0,Hardeman,TN,"Hardeman County, TN",9676.0
18166.0,McNairy,TN,"McNairy County, TN",9735.0
18167.0,McNairy,TN,"McNairy County, TN",9794.0
18168.0,Hardin,TN,"Hardin County, TN",9853.0
18169.0,Wayne,TN,"Wayne County, TN",9912.0
18170.0,Wayne,TN,"Wayne County, TN",9971.0
18171.0,Lawrence,TN,"Lawrence County, TN",10030.0
18172.0,Giles,TN,"Giles County, TN",10089.0
18173.0,Giles,TN,"Giles County, TN",10148.0
18174.0,Lincoln,TN,"Lincoln County, TN",10207.0
18175.0,Lincoln,TN,"Lincoln County, TN",10266.0
18176.0,Franklin,TN,"Franklin County, TN",10325.0
18177.0,Franklin,TN,"Franklin County, TN",10384.0
18178.0,Marion,TN,"Marion County, TN",10443.0
18179.0,Hamilton,TN,"Hamilton County, TN",10502.0
18180.0,Hamilton,TN,"Hamilton County, TN",10561.0
18181.0,Bradley,TN,"Bradley County, TN",10620.0
18182.0,Polk,TN,"Polk County, TN",10679.0
18183.0,Polk,TN,"Polk County, TN",10738.0
19609.0,Dallam,TX,"Dallam County, TX",5832.0
19610.0,Dallam,TX,"Dallam County, TX",5886.0
19611.0,Dallam,TX,"Dallam County, TX",5940.0
19612.0,Sherman,TX,"Sherman County, TX",5994.0
19613.0,Sherman,TX,"Sherman County, TX",6048.0
19614.0,Sherman,TX,"Sherman County, TX",6102.0
19615.0,Hansford,TX,"Hansford County, TX",6156.0
19616.0,Hansford,TX,"Hansford County, TX",6210.0
19617.0,Ochiltree,TX,"Ochiltree County, TX",6264.0
19618.0,Ochiltree,TX,"Ochiltree County, TX",6318.0
19619.0,Lipscomb,TX,"Lipscomb County, TX",6372.0
19620.0,Lipscomb,TX,"Lipscomb County, TX",6426.0
19309.0,Dallam,TX,"Dallam County, TX",5940.0
19310.0,Dallam,TX,"Dallam County, TX",5995.0
19311.0,Dallam,TX,"Dallam County, TX",6050.0
19312.0,Sherman,TX,"Sherman County, TX",6105.0
19313.0,Sherman,TX,"Sherman County, TX",6160.0
19314.0,Sherman,TX,"Sherman County, TX",6215.0
19315.0,Hansford,TX,"Hansford County, TX",6270.0
19316.0,Hansford,TX,"Hansford County, TX",6325.0
19317.0,Ochiltree,TX,"Ochiltree County, TX",6380.0
19318.0,Ochiltree,TX,"Ochiltree County, TX",6435.0
19319.0,Lipscomb,TX,"Lipscomb County, TX",6490.0
19320.0,Lipscomb,TX,"Lipscomb County, TX",6545.0
19009.0,Hartley,TX,"Hartley County, TX",6048.0
19010.0,Hartley,TX,"Hartley County, TX",6104.0
19011.0,Hartley,TX,"Hartley County, TX",6160.0
19012.0,Moore,TX,"Moore County, TX",6216.0
19013.0,Moore,TX,"Moore County, TX",6272.0
19014.0,Moore,TX,"Moore County, TX",6328.0
19015.0,Hutchinson,TX,"Hutchinson County, TX",6384.0
19016.0,Hutchinson,TX,"Hutchinson County, TX",6440.0
19017.0,Roberts,TX,"Roberts County, TX",6496.0
19018.0,Roberts,TX,"Roberts County, TX",6552.0
19019.0,Hemphill,TX,"Hemphill County, TX",6608.0
19020.0,Hemphill,TX,"Hemphill County, TX",6664.0
18709.0,Hartley,TX,"Hartley County, TX",6156.0
18710.0,Hartley,TX,"Hartley County, TX",6213.0
18711.0,Oldham,TX,"Oldham County, TX",6270.0
18712.0,Moore,TX,"Moore County, TX",6327.0
18713.0,Moore,TX,"Moore County, TX",6384.0
18714.0,Moore,TX,"Moore County, TX",6441.0
18715.0,Hutchinson,TX,"Hutchinson County, TX",6498.0
18716.0,Carson,TX,"Carson County, TX",6555.0
18717.0,Roberts,TX,"Roberts County, TX",6612.0
18718.0,Roberts,TX,"Roberts County, TX",6669.0
18719.0,Hemphill,TX,"Hemphill County, TX",6726.0
18720.0,Hemphill,TX,"Hemphill County, TX",6783.0
18409.0,Oldham,TX,"Oldham County, TX",6264.0
18410.0,Oldham,TX,"Oldham County, TX",6322.0
18411.0,Oldham,TX,"Oldham County, TX",6380.0
18412.0,Potter,TX,"Potter County, TX",6438.0
18413.0,Potter,TX,"Potter County, TX",6496.0
18414.0,Potter,TX,"Potter County, TX",6554.0
18415.0,Carson,TX,"Carson County, TX",6612.0
18416.0,Carson,TX,"Carson County, TX",6670.0
18417.0,Gray,TX,"Gray County, TX",6728.0
18418.0,Gray,TX,"Gray County, TX",6786.0
18419.0,Wheeler,TX,"Wheeler County, TX",6844.0
18420.0,Wheeler,TX,"Wheeler County, TX",6902.0
18109.0,Deaf Smith,TX,"Deaf Smith County, TX",6372.0
18110.0,Deaf Smith,TX,"Deaf Smith County, TX",6431.0
18111.0,Deaf Smith,TX,"Deaf Smith County, TX",6490.0
18112.0,Randall,TX,"Randall County, TX",6549.0
18113.0,Randall,TX,"Randall County, TX",6608.0
18114.0,Randall,TX,"Randall County, TX",6667.0
18115.0,Armstrong,TX,"Armstrong County, TX",6726.0
18116.0,Armstrong,TX,"Armstrong County, TX",6785.0
18117.0,Donley,TX,"Donley County, TX",6844.0
18118.0,Donley,TX,"Donley County, TX",6903.0
18119.0,Collingsworth,TX,"Collingsworth County, TX",6962.0
18120.0,Collingsworth,TX,"Collingsworth County, TX",7021.0
17809.0,Deaf Smith,TX,"Deaf Smith County, TX",6480.0
17810.0,Deaf Smith,TX,"Deaf Smith County, TX",6540.0
17811.0,Deaf Smith,TX,"Deaf Smith County, TX",6600.0
17812.0,Randall,TX,"Randall County, TX",6660.0
17813.0,Randall,TX,"Randall County, TX",6720.0
17814.0,Armstrong,TX,"Armstrong County, TX",6780.0
17815.0,Armstrong,TX,"Armstrong County, TX",6840.0
17816.0,Armstrong,TX,"Armstrong County, TX",6900.0
17817.0,Donley,TX,"Donley County, TX",6960.0
17818.0,Donley,TX,"Donley County, TX",7020.0
17819.0,Collingsworth,TX,"Collingsworth County, TX",7080.0
17820.0,Collingsworth,TX,"Collingsworth County, TX",7140.0
17509.0,Parmer,TX,"Parmer County, TX",6588.0
17510.0,Parmer,TX,"Parmer County, TX",6649.0
17511.0,Castro,TX,"Castro County, TX",6710.0
17512.0,Castro,TX,"Castro County, TX",6771.0
17513.0,Swisher,TX,"Swisher County, TX",6832.0
17514.0,Swisher,TX,"Swisher County, TX",6893.0
17515.0,Briscoe,TX,"Briscoe County, TX",6954.0
17516.0,Briscoe,TX,"Briscoe County, TX",7015.0
17517.0,Hall,TX,"Hall County, TX",7076.0
17518.0,Hall,TX,"Hall County, TX",7137.0
17519.0,Childress,TX,"Childress County, TX",7198.0
17520.0,Childress,TX,"Childress County, TX",7259.0
17209.0,Parmer,TX,"Parmer County, TX",6696.0
17210.0,Parmer,TX,"Parmer County, TX",6758.0
17211.0,Castro,TX,"Castro County, TX",6820.0
17212.0,Castro,TX,"Castro County, TX",6882.0
17213.0,Swisher,TX,"Swisher County, TX",6944.0
17214.0,Swisher,TX,"Swisher County, TX",7006.0
17215.0,Briscoe,TX,"Briscoe County, TX",7068.0
17216.0,Briscoe,TX,"Briscoe County, TX",7130.0
17217.0,Hall,TX,"Hall County, TX",7192.0
17218.0,Hall,TX,"Hall County, TX",7254.0
17219.0,Childress,TX,"Childress County, TX",7316.0
17220.0,Childress,TX,"Childress County, TX",7378.0
17221.0,Hardeman,TX,"Hardeman County, TX",7440.0
17223.0,Wilbarger,TX,"Wilbarger County, TX",7564.0
16909.0,Bailey,TX,"Bailey County, TX",6804.0
16910.0,Bailey,TX,"Bailey County, TX",6867.0
16911.0,Lamb,TX,"Lamb County, TX",6930.0
16912.0,Lamb,TX,"Lamb County, TX",6993.0
16913.0,Hale,TX,"Hale County, TX",7056.0
16914.0,Hale,TX,"Hale County, TX",7119.0
16915.0,Floyd,TX,"Floyd County, TX",7182.0
16916.0,Floyd,TX,"Floyd County, TX",7245.0
16917.0,Motley,TX,"Motley County, TX",7308.0
16918.0,Motley,TX,"Motley County, TX",7371.0
16919.0,Cottle,TX,"Cottle County, TX",7434.0
16920.0,Cottle,TX,"Cottle County, TX",7497.0
16921.0,Foard,TX,"Foard County, TX",7560.0
16922.0,Hardeman,TX,"Hardeman County, TX",7623.0
16923.0,Wilbarger,TX,"Wilbarger County, TX",7686.0
16924.0,Wilbarger,TX,"Wilbarger County, TX",7749.0
16925.0,Wichita,TX,"Wichita County, TX",7812.0
16926.0,Wichita,TX,"Wichita County, TX",7875.0
16927.0,Clay,TX,"Clay County, TX",7938.0
16928.0,Clay,TX,"Clay County, TX",8001.0
16609.0,Bailey,TX,"Bailey County, TX",6912.0
16610.0,Bailey,TX,"Bailey County, TX",6976.0
16611.0,Lamb,TX,"Lamb County, TX",7040.0
16612.0,Lamb,TX,"Lamb County, TX",7104.0
16613.0,Hale,TX,"Hale County, TX",7168.0
16614.0,Hale,TX,"Hale County, TX",7232.0
16615.0,Floyd,TX,"Floyd County, TX",7296.0
16616.0,Floyd,TX,"Floyd County, TX",7360.0
16617.0,Motley,TX,"Motley County, TX",7424.0
16618.0,Motley,TX,"Motley County, TX",7488.0
16619.0,Cottle,TX,"Cottle County, TX",7552.0
16620.0,Cottle,TX,"Cottle County, TX",7616.0
16621.0,Foard,TX,"Foard County, TX",7680.0
16622.0,Foard,TX,"Foard County, TX",7744.0
16623.0,Wilbarger,TX,"Wilbarger County, TX",7808.0
16624.0,Wilbarger,TX,"Wilbarger County, TX",7872.0
16625.0,Wichita,TX,"Wichita County, TX",7936.0
16626.0,Wichita,TX,"Wichita County, TX",8000.0
16627.0,Clay,TX,"Clay County, TX",8064.0
16628.0,Clay,TX,"Clay County, TX",8128.0
16630.0,Montague,TX,"Montague County, TX",8256.0
16634.0,Grayson,TX,"Grayson County, TX",8512.0
16638.0,Lamar,TX,"Lamar County, TX",8768.0
16640.0,Red River,TX,"Red River County, TX",8896.0
16309.0,Cochran,TX,"Cochran County, TX",7020.0
16310.0,Cochran,TX,"Cochran County, TX",7085.0
16311.0,Hockley,TX,"Hockley County, TX",7150.0
16312.0,Hockley,TX,"Hockley County, TX",7215.0
16313.0,Lubbock,TX,"Lubbock County, TX",7280.0
16314.0,Lubbock,TX,"Lubbock County, TX",7345.0
16315.0,Crosby,TX,"Crosby County, TX",7410.0
16316.0,Crosby,TX,"Crosby County, TX",7475.0
16317.0,Dickens,TX,"Dickens County, TX",7540.0
16318.0,Dickens,TX,"Dickens County, TX",7605.0
16319.0,King,TX,"King County, TX",7670.0
16320.0,King,TX,"King County, TX",7735.0
16321.0,Knox,TX,"Knox County, TX",7800.0
16322.0,Knox,TX,"Knox County, TX",7865.0
16323.0,Baylor,TX,"Baylor County, TX",7930.0
16324.0,Baylor,TX,"Baylor County, TX",7995.0
16325.0,Archer,TX,"Archer County, TX",8060.0
16326.0,Archer,TX,"Archer County, TX",8125.0
16327.0,Clay,TX,"Clay County, TX",8190.0
16328.0,Clay,TX,"Clay County, TX",8255.0
16329.0,Montague,TX,"Montague County, TX",8320.0
16330.0,Montague,TX,"Montague County, TX",8385.0
16331.0,Cooke,TX,"Cooke County, TX",8450.0
16332.0,Cooke,TX,"Cooke County, TX",8515.0
16333.0,Grayson,TX,"Grayson County, TX",8580.0
16334.0,Grayson,TX,"Grayson County, TX",8645.0
16335.0,Fannin,TX,"Fannin County, TX",8710.0
16336.0,Fannin,TX,"Fannin County, TX",8775.0
16337.0,Fannin,TX,"Fannin County, TX",8840.0
16338.0,Lamar,TX,"Lamar County, TX",8905.0
16339.0,Lamar,TX,"Lamar County, TX",8970.0
16340.0,Red River,TX,"Red River County, TX",9035.0
16341.0,Red River,TX,"Red River County, TX",9100.0
16342.0,Bowie,TX,"Bowie County, TX",9165.0
16009.0,Yoakum,TX,"Yoakum County, TX",7128.0
16010.0,Yoakum,TX,"Yoakum County, TX",7194.0
16011.0,Terry,TX,"Terry County, TX",7260.0
16012.0,Terry,TX,"Terry County, TX",7326.0
16013.0,Lynn,TX,"Lynn County, TX",7392.0
16014.0,Lynn,TX,"Lynn County, TX",7458.0
16015.0,Garza,TX,"Garza County, TX",7524.0
16016.0,Garza,TX,"Garza County, TX",7590.0
16017.0,Kent,TX,"Kent County, TX",7656.0
16018.0,Kent,TX,"Kent County, TX",7722.0
16019.0,Stonewall,TX,"Stonewall County, TX",7788.0
16020.0,Stonewall,TX,"Stonewall County, TX",7854.0
16021.0,Haskell,TX,"Haskell County, TX",7920.0
16022.0,Haskell,TX,"Haskell County, TX",7986.0
16023.0,Throckmorton,TX,"Throckmorton County, TX",8052.0
16024.0,Throckmorton,TX,"Throckmorton County, TX",8118.0
16025.0,Young,TX,"Young County, TX",8184.0
16026.0,Young,TX,"Young County, TX",8250.0
16027.0,Jack,TX,"Jack County, TX",8316.0
16028.0,Jack,TX,"Jack County, TX",8382.0
16029.0,Wise,TX,"Wise County, TX",8448.0
16030.0,Wise,TX,"Wise County, TX",8514.0
16031.0,Denton,TX,"Denton County, TX",8580.0
16032.0,Denton,TX,"Denton County, TX",8646.0
16033.0,Denton,TX,"Denton County, TX",8712.0
16034.0,Collin,TX,"Collin County, TX",8778.0
16035.0,Fannin,TX,"Fannin County, TX",8844.0
16036.0,Fannin,TX,"Fannin County, TX",8910.0
16037.0,Hunt,TX,"Hunt County, TX",8976.0
16038.0,Delta,TX,"Delta County, TX",9042.0
16039.0,Delta,TX,"Delta County, TX",9108.0
16040.0,Titus,TX,"Titus County, TX",9174.0
16041.0,Titus,TX,"Titus County, TX",9240.0
16042.0,Bowie,TX,"Bowie County, TX",9306.0
16043.0,Bowie,TX,"Bowie County, TX",9372.0
16044.0,Bowie,TX,"Bowie County, TX",9438.0
15709.0,Yoakum,TX,"Yoakum County, TX",7236.0
15710.0,Yoakum,TX,"Yoakum County, TX",7303.0
15711.0,Terry,TX,"Terry County, TX",7370.0
15712.0,Terry,TX,"Terry County, TX",7437.0
15713.0,Lynn,TX,"Lynn County, TX",7504.0
15714.0,Lynn,TX,"Lynn County, TX",7571.0
15715.0,Garza,TX,"Garza County, TX",7638.0
15716.0,Garza,TX,"Garza County, TX",7705.0
15717.0,Kent,TX,"Kent County, TX",7772.0
15718.0,Kent,TX,"Kent County, TX",7839.0
15719.0,Stonewall,TX,"Stonewall County, TX",7906.0
15720.0,Stonewall,TX,"Stonewall County, TX",7973.0
15721.0,Haskell,TX,"Haskell County, TX",8040.0
15722.0,Haskell,TX,"Haskell County, TX",8107.0
15723.0,Throckmorton,TX,"Throckmorton County, TX",8174.0
15724.0,Throckmorton,TX,"Throckmorton County, TX",8241.0
15725.0,Young,TX,"Young County, TX",8308.0
15726.0,Young,TX,"Young County, TX",8375.0
15727.0,Jack,TX,"Jack County, TX",8442.0
15728.0,Jack,TX,"Jack County, TX",8509.0
15729.0,Wise,TX,"Wise County, TX",8576.0
15730.0,Wise,TX,"Wise County, TX",8643.0
15731.0,Denton,TX,"Denton County, TX",8710.0
15732.0,Denton,TX,"Denton County, TX",8777.0
15733.0,Denton,TX,"Denton County, TX",8844.0
15734.0,Collin,TX,"Collin County, TX",8911.0
15735.0,Collin,TX,"Collin County, TX",8978.0
15736.0,Hunt,TX,"Hunt County, TX",9045.0
15737.0,Hunt,TX,"Hunt County, TX",9112.0
15738.0,Hopkins,TX,"Hopkins County, TX",9179.0
15739.0,Hopkins,TX,"Hopkins County, TX",9246.0
15740.0,Titus,TX,"Titus County, TX",9313.0
15741.0,Titus,TX,"Titus County, TX",9380.0
15742.0,Cass,TX,"Cass County, TX",9447.0
15743.0,Cass,TX,"Cass County, TX",9514.0
15744.0,Cass,TX,"Cass County, TX",9581.0
15409.0,Gaines,TX,"Gaines County, TX",7344.0
15410.0,Gaines,TX,"Gaines County, TX",7412.0
15411.0,Gaines,TX,"Gaines County, TX",7480.0
15412.0,Dawson,TX,"Dawson County, TX",7548.0
15413.0,Dawson,TX,"Dawson County, TX",7616.0
15414.0,Borden,TX,"Borden County, TX",7684.0
15415.0,Borden,TX,"Borden County, TX",7752.0
15416.0,Scurry,TX,"Scurry County, TX",7820.0
15417.0,Scurry,TX,"Scurry County, TX",7888.0
15418.0,Fisher,TX,"Fisher County, TX",7956.0
15419.0,Fisher,TX,"Fisher County, TX",8024.0
15420.0,Jones,TX,"Jones County, TX",8092.0
15421.0,Jones,TX,"Jones County, TX",8160.0
15422.0,Jones,TX,"Jones County, TX",8228.0
15423.0,Shackelford,TX,"Shackelford County, TX",8296.0
15424.0,Shackelford,TX,"Shackelford County, TX",8364.0
15425.0,Stephens,TX,"Stephens County, TX",8432.0
15426.0,Stephens,TX,"Stephens County, TX",8500.0
15427.0,Palo Pinto,TX,"Palo Pinto County, TX",8568.0
15428.0,Palo Pinto,TX,"Palo Pinto County, TX",8636.0
15429.0,Parker,TX,"Parker County, TX",8704.0
15430.0,Parker,TX,"Parker County, TX",8772.0
15431.0,Tarrant,TX,"Tarrant County, TX",8840.0
15432.0,Tarrant,TX,"Tarrant County, TX",8908.0
15433.0,Dallas,TX,"Dallas County, TX",8976.0
15434.0,Dallas,TX,"Dallas County, TX",9044.0
15435.0,Rockwall,TX,"Rockwall County, TX",9112.0
15436.0,Hunt,TX,"Hunt County, TX",9180.0
15437.0,Rains,TX,"Rains County, TX",9248.0
15438.0,Wood,TX,"Wood County, TX",9316.0
15439.0,Wood,TX,"Wood County, TX",9384.0
15440.0,Upshur,TX,"Upshur County, TX",9452.0
15441.0,Upshur,TX,"Upshur County, TX",9520.0
15442.0,Marion,TX,"Marion County, TX",9588.0
15443.0,Marion,TX,"Marion County, TX",9656.0
15444.0,Marion,TX,"Marion County, TX",9724.0
15109.0,Gaines,TX,"Gaines County, TX",7452.0
15110.0,Gaines,TX,"Gaines County, TX",7521.0
15111.0,Gaines,TX,"Gaines County, TX",7590.0
15112.0,Dawson,TX,"Dawson County, TX",7659.0
15113.0,Dawson,TX,"Dawson County, TX",7728.0
15114.0,Borden,TX,"Borden County, TX",7797.0
15115.0,Borden,TX,"Borden County, TX",7866.0
15116.0,Scurry,TX,"Scurry County, TX",7935.0
15117.0,Scurry,TX,"Scurry County, TX",8004.0
15118.0,Fisher,TX,"Fisher County, TX",8073.0
15119.0,Fisher,TX,"Fisher County, TX",8142.0
15120.0,Jones,TX,"Jones County, TX",8211.0
15121.0,Jones,TX,"Jones County, TX",8280.0
15122.0,Jones,TX,"Jones County, TX",8349.0
15123.0,Shackelford,TX,"Shackelford County, TX",8418.0
15124.0,Shackelford,TX,"Shackelford County, TX",8487.0
15125.0,Stephens,TX,"Stephens County, TX",8556.0
15126.0,Stephens,TX,"Stephens County, TX",8625.0
15127.0,Palo Pinto,TX,"Palo Pinto County, TX",8694.0
15128.0,Palo Pinto,TX,"Palo Pinto County, TX",8763.0
15129.0,Parker,TX,"Parker County, TX",8832.0
15130.0,Parker,TX,"Parker County, TX",8901.0
15131.0,Tarrant,TX,"Tarrant County, TX",8970.0
15132.0,Tarrant,TX,"Tarrant County, TX",9039.0
15133.0,Dallas,TX,"Dallas County, TX",9108.0
15134.0,Dallas,TX,"Dallas County, TX",9177.0
15135.0,Kaufman,TX,"Kaufman County, TX",9246.0
15136.0,Kaufman,TX,"Kaufman County, TX",9315.0
15137.0,Van Zandt,TX,"Van Zandt County, TX",9384.0
15138.0,Van Zandt,TX,"Van Zandt County, TX",9453.0
15139.0,Wood,TX,"Wood County, TX",9522.0
15140.0,Upshur,TX,"Upshur County, TX",9591.0
15141.0,Upshur,TX,"Upshur County, TX",9660.0
15142.0,Harrison,TX,"Harrison County, TX",9729.0
15143.0,Harrison,TX,"Harrison County, TX",9798.0
15144.0,Harrison,TX,"Harrison County, TX",9867.0
14809.0,Andrews,TX,"Andrews County, TX",7560.0
14810.0,Andrews,TX,"Andrews County, TX",7630.0
14811.0,Andrews,TX,"Andrews County, TX",7700.0
14812.0,Martin,TX,"Martin County, TX",7770.0
14813.0,Martin,TX,"Martin County, TX",7840.0
14814.0,Howard,TX,"Howard County, TX",7910.0
14815.0,Howard,TX,"Howard County, TX",7980.0
14816.0,Mitchell,TX,"Mitchell County, TX",8050.0
14817.0,Mitchell,TX,"Mitchell County, TX",8120.0
14818.0,Nolan,TX,"Nolan County, TX",8190.0
14819.0,Nolan,TX,"Nolan County, TX",8260.0
14820.0,Taylor,TX,"Taylor County, TX",8330.0
14821.0,Taylor,TX,"Taylor County, TX",8400.0
14822.0,Callahan,TX,"Callahan County, TX",8470.0
14823.0,Callahan,TX,"Callahan County, TX",8540.0
14824.0,Callahan,TX,"Callahan County, TX",8610.0
14825.0,Eastland,TX,"Eastland County, TX",8680.0
14826.0,Eastland,TX,"Eastland County, TX",8750.0
14827.0,Erath,TX,"Erath County, TX",8820.0
14828.0,Erath,TX,"Erath County, TX",8890.0
14829.0,Hood,TX,"Hood County, TX",8960.0
14830.0,Hood,TX,"Hood County, TX",9030.0
14831.0,Johnson,TX,"Johnson County, TX",9100.0
14832.0,Johnson,TX,"Johnson County, TX",9170.0
14833.0,Ellis,TX,"Ellis County, TX",9240.0
14834.0,Ellis,TX,"Ellis County, TX",9310.0
14835.0,Kaufman,TX,"Kaufman County, TX",9380.0
14836.0,Kaufman,TX,"Kaufman County, TX",9450.0
14837.0,Van Zandt,TX,"Van Zandt County, TX",9520.0
14838.0,Van Zandt,TX,"Van Zandt County, TX",9590.0
14839.0,Smith,TX,"Smith County, TX",9660.0
14840.0,Smith,TX,"Smith County, TX",9730.0
14841.0,Gregg,TX,"Gregg County, TX",9800.0
14842.0,Gregg,TX,"Gregg County, TX",9870.0
14843.0,Harrison,TX,"Harrison County, TX",9940.0
14844.0,Panola,TX,"Panola County, TX",10010.0
14509.0,Andrews,TX,"Andrews County, TX",7668.0
14510.0,Andrews,TX,"Andrews County, TX",7739.0
14511.0,Andrews,TX,"Andrews County, TX",7810.0
14512.0,Martin,TX,"Martin County, TX",7881.0
14513.0,Martin,TX,"Martin County, TX",7952.0
14514.0,Howard,TX,"Howard County, TX",8023.0
14515.0,Howard,TX,"Howard County, TX",8094.0
14516.0,Mitchell,TX,"Mitchell County, TX",8165.0
14517.0,Mitchell,TX,"Mitchell County, TX",8236.0
14518.0,Nolan,TX,"Nolan County, TX",8307.0
14519.0,Nolan,TX,"Nolan County, TX",8378.0
14520.0,Taylor,TX,"Taylor County, TX",8449.0
14521.0,Taylor,TX,"Taylor County, TX",8520.0
14522.0,Callahan,TX,"Callahan County, TX",8591.0
14523.0,Callahan,TX,"Callahan County, TX",8662.0
14524.0,Callahan,TX,"Callahan County, TX",8733.0
14525.0,Eastland,TX,"Eastland County, TX",8804.0
14526.0,Comanche,TX,"Comanche County, TX",8875.0
14527.0,Erath,TX,"Erath County, TX",8946.0
14528.0,Erath,TX,"Erath County, TX",9017.0
14529.0,Somervell,TX,"Somervell County, TX",9088.0
14530.0,Bosque,TX,"Bosque County, TX",9159.0
14531.0,Hill,TX,"Hill County, TX",9230.0
14532.0,Hill,TX,"Hill County, TX",9301.0
14533.0,Ellis,TX,"Ellis County, TX",9372.0
14534.0,Navarro,TX,"Navarro County, TX",9443.0
14535.0,Navarro,TX,"Navarro County, TX",9514.0
14536.0,Navarro,TX,"Navarro County, TX",9585.0
14537.0,Henderson,TX,"Henderson County, TX",9656.0
14538.0,Henderson,TX,"Henderson County, TX",9727.0
14539.0,Cherokee,TX,"Cherokee County, TX",9798.0
14540.0,Cherokee,TX,"Cherokee County, TX",9869.0
14541.0,Rusk,TX,"Rusk County, TX",9940.0
14542.0,Rusk,TX,"Rusk County, TX",10011.0
14543.0,Panola,TX,"Panola County, TX",10082.0
14544.0,Panola,TX,"Panola County, TX",10153.0
14194.0,El Paso,TX,"El Paso County, TX",6696.0
14195.0,El Paso,TX,"El Paso County, TX",6768.0
14196.0,El Paso,TX,"El Paso County, TX",6840.0
14197.0,Hudspeth,TX,"Hudspeth County, TX",6912.0
14198.0,Hudspeth,TX,"Hudspeth County, TX",6984.0
14199.0,Hudspeth,TX,"Hudspeth County, TX",7056.0
14200.0,Hudspeth,TX,"Hudspeth County, TX",7128.0
14201.0,Culberson,TX,"Culberson County, TX",7200.0
14202.0,Culberson,TX,"Culberson County, TX",7272.0
14203.0,Culberson,TX,"Culberson County, TX",7344.0
14204.0,Culberson,TX,"Culberson County, TX",7416.0
14205.0,Loving,TX,"Loving County, TX",7488.0
14206.0,Loving,TX,"Loving County, TX",7560.0
14207.0,Loving,TX,"Loving County, TX",7632.0
14208.0,Winkler,TX,"Winkler County, TX",7704.0
14209.0,Winkler,TX,"Winkler County, TX",7776.0
14210.0,Ector,TX,"Ector County, TX",7848.0
14211.0,Ector,TX,"Ector County, TX",7920.0
14212.0,Midland,TX,"Midland County, TX",7992.0
14213.0,Midland,TX,"Midland County, TX",8064.0
14214.0,Glasscock,TX,"Glasscock County, TX",8136.0
14215.0,Glasscock,TX,"Glasscock County, TX",8208.0
14216.0,Sterling,TX,"Sterling County, TX",8280.0
14217.0,Sterling,TX,"Sterling County, TX",8352.0
14218.0,Coke,TX,"Coke County, TX",8424.0
14219.0,Coke,TX,"Coke County, TX",8496.0
14220.0,Runnels,TX,"Runnels County, TX",8568.0
14221.0,Runnels,TX,"Runnels County, TX",8640.0
14222.0,Coleman,TX,"Coleman County, TX",8712.0
14223.0,Coleman,TX,"Coleman County, TX",8784.0
14224.0,Brown,TX,"Brown County, TX",8856.0
14225.0,Brown,TX,"Brown County, TX",8928.0
14226.0,Comanche,TX,"Comanche County, TX",9000.0
14227.0,Comanche,TX,"Comanche County, TX",9072.0
14228.0,Hamilton,TX,"Hamilton County, TX",9144.0
14229.0,Bosque,TX,"Bosque County, TX",9216.0
14230.0,Bosque,TX,"Bosque County, TX",9288.0
14231.0,Hill,TX,"Hill County, TX",9360.0
14232.0,Hill,TX,"Hill County, TX",9432.0
14233.0,Hill,TX,"Hill County, TX",9504.0
14234.0,Navarro,TX,"Navarro County, TX",9576.0
14235.0,Navarro,TX,"Navarro County, TX",9648.0
14236.0,Freestone,TX,"Freestone County, TX",9720.0
14237.0,Anderson,TX,"Anderson County, TX",9792.0
14238.0,Anderson,TX,"Anderson County, TX",9864.0
14239.0,Cherokee,TX,"Cherokee County, TX",9936.0
14240.0,Cherokee,TX,"Cherokee County, TX",10008.0
14241.0,Rusk,TX,"Rusk County, TX",10080.0
14242.0,Rusk,TX,"Rusk County, TX",10152.0
14243.0,Shelby,TX,"Shelby County, TX",10224.0
14244.0,Shelby,TX,"Shelby County, TX",10296.0
13896.0,El Paso,TX,"El Paso County, TX",6935.0
13897.0,Hudspeth,TX,"Hudspeth County, TX",7008.0
13898.0,Hudspeth,TX,"Hudspeth County, TX",7081.0
13899.0,Hudspeth,TX,"Hudspeth County, TX",7154.0
13900.0,Hudspeth,TX,"Hudspeth County, TX",7227.0
13901.0,Culberson,TX,"Culberson County, TX",7300.0
13902.0,Culberson,TX,"Culberson County, TX",7373.0
13903.0,Culberson,TX,"Culberson County, TX",7446.0
13904.0,Culberson,TX,"Culberson County, TX",7519.0
13905.0,Reeves,TX,"Reeves County, TX",7592.0
13906.0,Reeves,TX,"Reeves County, TX",7665.0
13907.0,Ward,TX,"Ward County, TX",7738.0
13908.0,Ward,TX,"Ward County, TX",7811.0
13909.0,Ward,TX,"Ward County, TX",7884.0
13910.0,Crane,TX,"Crane County, TX",7957.0
13911.0,Crane,TX,"Crane County, TX",8030.0
13912.0,Upton,TX,"Upton County, TX",8103.0
13913.0,Upton,TX,"Upton County, TX",8176.0
13914.0,Reagan,TX,"Reagan County, TX",8249.0
13915.0,Reagan,TX,"Reagan County, TX",8322.0
13916.0,Sterling,TX,"Sterling County, TX",8395.0
13917.0,Sterling,TX,"Sterling County, TX",8468.0
